DATE,TIMESTAMP,LOCATION,ENERGY_SOURCE,MEASURE,UNIT_OF_MEASURE,INTERVAL,VALUE
9.08.2021 ,9.08.2021 21:05,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2826
9.08.2021 ,9.08.2021 21:11,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2478
9.08.2021 ,9.08.2021 21:22,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2455
9.08.2021 ,9.08.2021 21:31,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2426
9.08.2021 ,9.08.2021 21:37,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2449
9.08.2021 ,9.08.2021 21:38,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2803
9.08.2021 ,9.08.2021 21:42,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2426
9.08.2021 ,9.08.2021 21:46,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2403
9.08.2021 ,9.08.2021 21:53,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2381
9.08.2021 ,9.08.2021 21:53,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2406
9.08.2021 ,9.08.2021 21:54,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2383
9.08.2021 ,9.08.2021 22:03,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2361
9.08.2021 ,9.08.2021 22:07,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2338
9.08.2021 ,9.08.2021 22:08,Atlantis waterpark,HVAC KN2,Extract temp,C,S,278
9.08.2021 ,9.08.2021 22:09,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2806
9.08.2021 ,9.08.2021 22:09,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2783
9.08.2021 ,9.08.2021 22:24,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2329
9.08.2021 ,9.08.2021 22:24,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2786
9.08.2021 ,9.08.2021 22:31,Atlantis waterpark,HVAC KN2,freq converter,%,S,80
9.08.2021 ,9.08.2021 22:44,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2309
9.08.2021 ,9.08.2021 22:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,276
9.08.2021 ,9.08.2021 22:53,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2783
9.08.2021 ,9.08.2021 22:56,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2757
9.08.2021 ,9.08.2021 22:57,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2284
9.08.2021 ,9.08.2021 23:01,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2783
9.08.2021 ,9.08.2021 23:02,Atlantis waterpark,HVAC KN2,Extract temp,C,S,276
9.08.2021 ,9.08.2021 23:12,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2258
9.08.2021 ,9.08.2021 23:23,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2238
9.08.2021 ,9.08.2021 23:32,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2215
9.08.2021 ,9.08.2021 23:43,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2737
10.08.2021,10.08.2021 00:09,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2195
10.08.2021,10.08.2021 00:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2167
10.08.2021,10.08.2021 00:33,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2147
10.08.2021,10.08.2021 00:55,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2127
10.08.2021,10.08.2021 01:00,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2715
10.08.2021,10.08.2021 01:01,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2107
10.08.2021,10.08.2021 01:04,Atlantis waterpark,HVAC KN2,Extract temp,C,S,274
10.08.2021,10.08.2021 01:09,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2717
10.08.2021,10.08.2021 01:32,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2084
10.08.2021,10.08.2021 02:08,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2061
10.08.2021,10.08.2021 02:17,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2038
10.08.2021,10.08.2021 02:44,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2015
10.08.2021,10.08.2021 02:49,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2695
10.08.2021,10.08.2021 03:04,Atlantis waterpark,HVAC KN2,Supply temp,C,S,199
10.08.2021,10.08.2021 03:23,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1967
10.08.2021,10.08.2021 03:38,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1944
10.08.2021,10.08.2021 04:16,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1921
10.08.2021,10.08.2021 04:35,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1898
10.08.2021,10.08.2021 04:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2672
10.08.2021,10.08.2021 04:55,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2695
10.08.2021,10.08.2021 05:00,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1921
10.08.2021,10.08.2021 05:12,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1898
10.08.2021,10.08.2021 05:22,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2669
10.08.2021,10.08.2021 05:28,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1873
10.08.2021,10.08.2021 05:29,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1895
10.08.2021,10.08.2021 05:29,Atlantis waterpark,HVAC KN2,Supply temp,C,S,187
10.08.2021,10.08.2021 05:30,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1892
10.08.2021,10.08.2021 05:41,Atlantis waterpark,HVAC KN2,Supply temp,C,S,187
10.08.2021,10.08.2021 06:53,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1892
10.08.2021,10.08.2021 07:11,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2646
10.08.2021,10.08.2021 07:13,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1915
10.08.2021,10.08.2021 07:33,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1938
10.08.2021,10.08.2021 07:42,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1961
10.08.2021,10.08.2021 07:55,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2669
10.08.2021,10.08.2021 08:02,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1984
10.08.2021,10.08.2021 08:03,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2646
10.08.2021,10.08.2021 08:04,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2007
10.08.2021,10.08.2021 08:04,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2669
10.08.2021,10.08.2021 08:06,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2646
10.08.2021,10.08.2021 08:07,Atlantis waterpark,HVAC KN2,Supply temp,C,S,1987
10.08.2021,10.08.2021 08:08,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2669
10.08.2021,10.08.2021 08:16,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2007
10.08.2021,10.08.2021 08:26,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2032
10.08.2021,10.08.2021 08:33,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2055
10.08.2021,10.08.2021 08:37,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2032
10.08.2021,10.08.2021 08:40,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2646
10.08.2021,10.08.2021 08:42,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2055
10.08.2021,10.08.2021 08:48,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2078
10.08.2021,10.08.2021 08:59,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2104
10.08.2021,10.08.2021 09:02,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2081
10.08.2021,10.08.2021 09:04,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2104
10.08.2021,10.08.2021 09:07,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2127
10.08.2021,10.08.2021 09:07,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2623
10.08.2021,10.08.2021 09:11,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2646
10.08.2021,10.08.2021 09:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2149
10.08.2021,10.08.2021 09:24,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2172
10.08.2021,10.08.2021 09:36,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2195
10.08.2021,10.08.2021 09:38,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2218
10.08.2021,10.08.2021 09:42,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2241
10.08.2021,10.08.2021 09:51,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2264
10.08.2021,10.08.2021 09:55,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2286
10.08.2021,10.08.2021 10:04,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2309
10.08.2021,10.08.2021 10:05,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2669
10.08.2021,10.08.2021 10:11,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2692
10.08.2021,10.08.2021 10:13,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2338
10.08.2021,10.08.2021 10:14,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2715
10.08.2021,10.08.2021 10:15,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2363
10.08.2021,10.08.2021 10:19,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2386
10.08.2021,10.08.2021 10:24,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2737
10.08.2021,10.08.2021 10:30,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2398
10.08.2021,10.08.2021 10:30,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2735
10.08.2021,10.08.2021 10:34,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2418
10.08.2021,10.08.2021 10:34,Atlantis waterpark,HVAC KN2,Extract temp,C,S,276
10.08.2021,10.08.2021 10:37,Atlantis waterpark,HVAC KN2,freq converter,%,S,80
10.08.2021,10.08.2021 10:44,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2443
10.08.2021,10.08.2021 10:47,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2463
10.08.2021,10.08.2021 10:50,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2483
10.08.2021,10.08.2021 10:59,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2506
10.08.2021,10.08.2021 11:00,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2783
10.08.2021,10.08.2021 11:03,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2529
10.08.2021,10.08.2021 11:09,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2806
10.08.2021,10.08.2021 11:09,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2552
10.08.2021,10.08.2021 11:11,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2575
10.08.2021,10.08.2021 11:12,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2829
10.08.2021,10.08.2021 11:14,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2852
10.08.2021,10.08.2021 11:18,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2877
10.08.2021,10.08.2021 11:19,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2854
10.08.2021,10.08.2021 11:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2598
10.08.2021,10.08.2021 11:32,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2618
10.08.2021,10.08.2021 11:40,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2877
10.08.2021,10.08.2021 11:41,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2643
10.08.2021,10.08.2021 11:45,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2666
10.08.2021,10.08.2021 11:48,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2689
10.08.2021,10.08.2021 11:48,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2903
10.08.2021,10.08.2021 11:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2926
10.08.2021,10.08.2021 12:01,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2715
10.08.2021,10.08.2021 12:04,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2735
10.08.2021,10.08.2021 12:16,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2949
10.08.2021,10.08.2021 12:20,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2974
10.08.2021,10.08.2021 12:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,276
10.08.2021,10.08.2021 12:27,Atlantis waterpark,HVAC KN2,Extract temp,C,S,30
10.08.2021,10.08.2021 12:30,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2977
10.08.2021,10.08.2021 12:31,Atlantis waterpark,HVAC KN2,Extract temp,C,S,30
10.08.2021,10.08.2021 12:32,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2786
10.08.2021,10.08.2021 12:32,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3023
10.08.2021,10.08.2021 12:34,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2763
10.08.2021,10.08.2021 12:37,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2786
10.08.2021,10.08.2021 12:40,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3046
10.08.2021,10.08.2021 12:41,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3069
10.08.2021,10.08.2021 12:47,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3046
10.08.2021,10.08.2021 12:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3023
10.08.2021,10.08.2021 12:51,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2809
10.08.2021,10.08.2021 12:54,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2832
10.08.2021,10.08.2021 12:58,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2809
10.08.2021,10.08.2021 13:01,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2832
10.08.2021,10.08.2021 13:13,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2854
10.08.2021,10.08.2021 13:17,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2877
10.08.2021,10.08.2021 13:18,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2854
10.08.2021,10.08.2021 13:20,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2997
10.08.2021,10.08.2021 13:21,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2877
10.08.2021,10.08.2021 13:24,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3023
10.08.2021,10.08.2021 13:25,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2903
10.08.2021,10.08.2021 13:27,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3046
10.08.2021,10.08.2021 13:27,Atlantis waterpark,HVAC KN2,Supply temp,C,S,288
10.08.2021,10.08.2021 13:32,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3071
10.08.2021,10.08.2021 13:34,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3094
10.08.2021,10.08.2021 13:37,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3117
10.08.2021,10.08.2021 13:38,Atlantis waterpark,HVAC KN2,Extract temp,C,S,314
10.08.2021,10.08.2021 13:42,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3114
10.08.2021,10.08.2021 13:44,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2903
10.08.2021,10.08.2021 13:47,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3088
10.08.2021,10.08.2021 13:48,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3111
10.08.2021,10.08.2021 13:49,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2926
10.08.2021,10.08.2021 13:51,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3088
10.08.2021,10.08.2021 13:52,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2903
10.08.2021,10.08.2021 13:58,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2926
10.08.2021,10.08.2021 13:59,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3111
10.08.2021,10.08.2021 14:01,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3131
10.08.2021,10.08.2021 14:02,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2949
10.08.2021,10.08.2021 14:03,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2926
10.08.2021,10.08.2021 14:04,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2949
10.08.2021,10.08.2021 14:04,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2923
10.08.2021,10.08.2021 14:05,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3111
10.08.2021,10.08.2021 14:06,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2946
10.08.2021,10.08.2021 14:08,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2926
10.08.2021,10.08.2021 14:11,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2954
10.08.2021,10.08.2021 14:18,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2983
10.08.2021,10.08.2021 14:18,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3088
10.08.2021,10.08.2021 14:24,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3063
10.08.2021,10.08.2021 14:26,Atlantis waterpark,HVAC KN2,Supply temp,C,S,296
10.08.2021,10.08.2021 14:31,Atlantis waterpark,HVAC KN2,Extract temp,C,S,304
10.08.2021,10.08.2021 14:34,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3071
10.08.2021,10.08.2021 14:35,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3094
10.08.2021,10.08.2021 14:37,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3071
10.08.2021,10.08.2021 14:44,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3049
10.08.2021,10.08.2021 14:53,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3071
10.08.2021,10.08.2021 14:59,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3049
10.08.2021,10.08.2021 15:01,Atlantis waterpark,HVAC KN2,Supply temp,C,S,298
10.08.2021,10.08.2021 15:08,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3071
10.08.2021,10.08.2021 15:10,Atlantis waterpark,HVAC KN2,Supply temp,C,S,30
10.08.2021,10.08.2021 15:16,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3046
10.08.2021,10.08.2021 15:17,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3023
10.08.2021,10.08.2021 15:20,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3023
10.08.2021,10.08.2021 15:20,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3046
10.08.2021,10.08.2021 15:26,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3023
10.08.2021,10.08.2021 15:30,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3046
10.08.2021,10.08.2021 15:39,Atlantis waterpark,HVAC KN2,Extract temp,C,S,30
10.08.2021,10.08.2021 15:40,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3023
10.08.2021,10.08.2021 15:43,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3049
10.08.2021,10.08.2021 15:47,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3023
10.08.2021,10.08.2021 15:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3046
10.08.2021,10.08.2021 15:50,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3026
10.08.2021,10.08.2021 15:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3069
10.08.2021,10.08.2021 15:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,304
10.08.2021,10.08.2021 16:12,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3049
10.08.2021,10.08.2021 16:14,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3063
10.08.2021,10.08.2021 16:15,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3074
10.08.2021,10.08.2021 16:20,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3051
10.08.2021,10.08.2021 16:26,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3034
10.08.2021,10.08.2021 16:32,Atlantis waterpark,HVAC KN2,Supply temp,C,S,308
10.08.2021,10.08.2021 16:41,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3011
10.08.2021,10.08.2021 16:45,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3031
10.08.2021,10.08.2021 16:50,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3103
10.08.2021,10.08.2021 16:54,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3011
10.08.2021,10.08.2021 16:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3034
10.08.2021,10.08.2021 17:00,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3063
10.08.2021,10.08.2021 17:01,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3074
10.08.2021,10.08.2021 17:02,Atlantis waterpark,HVAC KN2,Extract temp,C,S,304
10.08.2021,10.08.2021 17:04,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3103
10.08.2021,10.08.2021 17:05,Atlantis waterpark,HVAC KN2,Supply temp,C,S,308
10.08.2021,10.08.2021 17:07,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3054
10.08.2021,10.08.2021 17:11,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3031
10.08.2021,10.08.2021 17:12,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3054
10.08.2021,10.08.2021 17:16,Atlantis waterpark,HVAC KN2,Supply temp,C,S,308
10.08.2021,10.08.2021 17:19,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3063
10.08.2021,10.08.2021 17:20,Atlantis waterpark,HVAC KN2,Extract temp,C,S,304
10.08.2021,10.08.2021 17:23,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3103
10.08.2021,10.08.2021 17:27,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3077
10.08.2021,10.08.2021 17:30,Atlantis waterpark,HVAC KN2,Supply temp,C,S,31
10.08.2021,10.08.2021 17:33,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3077
10.08.2021,10.08.2021 17:33,Atlantis waterpark,HVAC KN2,Extract temp,C,S,302
10.08.2021,10.08.2021 17:36,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3043
10.08.2021,10.08.2021 17:39,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3066
10.08.2021,10.08.2021 17:41,Atlantis waterpark,HVAC KN2,Supply temp,C,S,31
10.08.2021,10.08.2021 17:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3043
10.08.2021,10.08.2021 17:57,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3054
10.08.2021,10.08.2021 17:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,302
10.08.2021,10.08.2021 18:06,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2997
10.08.2021,10.08.2021 18:06,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3077
10.08.2021,10.08.2021 18:09,Atlantis waterpark,HVAC KN2,Supply temp,C,S,31
10.08.2021,10.08.2021 18:11,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3077
10.08.2021,10.08.2021 18:16,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3054
10.08.2021,10.08.2021 18:18,Atlantis waterpark,HVAC KN2,Extract temp,C,S,302
10.08.2021,10.08.2021 18:33,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3031
10.08.2021,10.08.2021 18:34,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3043
10.08.2021,10.08.2021 18:38,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3054
10.08.2021,10.08.2021 18:38,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3023
10.08.2021,10.08.2021 18:40,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3031
10.08.2021,10.08.2021 18:42,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2997
10.08.2021,10.08.2021 18:46,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2971
10.08.2021,10.08.2021 18:49,Atlantis waterpark,HVAC KN2,Extract temp,C,S,30
10.08.2021,10.08.2021 18:51,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3054
10.08.2021,10.08.2021 18:57,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3026
10.08.2021,10.08.2021 18:58,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3031
10.08.2021,10.08.2021 19:01,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3049
10.08.2021,10.08.2021 19:04,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3023
10.08.2021,10.08.2021 19:06,Atlantis waterpark,HVAC KN2,Supply temp,C,S,3009
10.08.2021,10.08.2021 19:08,Atlantis waterpark,HVAC KN2,Extract temp,C,S,30
10.08.2021,10.08.2021 19:12,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2986
10.08.2021,10.08.2021 19:19,Atlantis waterpark,HVAC KN2,Extract temp,C,S,3023
10.08.2021,10.08.2021 19:27,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2963
10.08.2021,10.08.2021 19:35,Atlantis waterpark,HVAC KN2,Extract temp,C,S,30
10.08.2021,10.08.2021 19:39,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2977
10.08.2021,10.08.2021 19:48,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2954
10.08.2021,10.08.2021 19:50,Atlantis waterpark,HVAC KN2,Supply temp,C,S,294
10.08.2021,10.08.2021 19:59,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2914
10.08.2021,10.08.2021 20:20,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2892
10.08.2021,10.08.2021 20:21,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2932
10.08.2021,10.08.2021 20:26,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2863
10.08.2021,10.08.2021 20:41,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2909
10.08.2021,10.08.2021 20:42,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2837
10.08.2021,10.08.2021 20:48,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2886
10.08.2021,10.08.2021 20:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2912
10.08.2021,10.08.2021 20:50,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2889
10.08.2021,10.08.2021 20:52,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2814
10.08.2021,10.08.2021 20:58,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2792
10.08.2021,10.08.2021 20:59,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2769
10.08.2021,10.08.2021 21:02,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2746
10.08.2021,10.08.2021 21:04,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2866
10.08.2021,10.08.2021 21:08,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2723
10.08.2021,10.08.2021 21:16,Atlantis waterpark,HVAC KN2,Supply temp,C,S,27
10.08.2021,10.08.2021 21:18,Atlantis waterpark,HVAC KN2,Extract temp,C,S,2843
10.08.2021,10.08.2021 21:30,Atlantis waterpark,HVAC KN2,Supply temp,C,S,2677
10.08.2021,10.08.2021 21:38,Atlantis waterpark,HVAC KN2,Extract temp,C,S,282
